Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,HomeATT,HomeMID,HomeDEF,AwayOVA,AwayATT,AwayMID,AwayDEF,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff,HT_win_rate_against,AT_win_rate_against
2009-04-25,West Ham,Chelsea,0.0,1.0,A,76,66,70,68,84,75,75,78,-8,33,45,49,-8,0.3421052631578947,38.0,37.0,1.0,0.3636363636363636,33,68,85,39,0.6578947368421053,55.0,20.0,35.0,0.6060606060606061,0,0,0,0,0,0,0,0,0.2,0.6,-23,-36,-47,-0.3157894736842106,-0.2424242424242424,-34.0,0.0,0.8
2009-04-26,Arsenal,Middlesbrough,2.0,0.0,H,81,78,72,71,74,72,72,68,7,33,62,83,43,0.631578947368421,58.0,32.0,26.0,0.5151515151515151,33,31,42,-10,0.2631578947368421,25.0,47.0,-22.0,0.2121212121212121,0,0,0,0,0,0,0,0,0.8,0.2,31,41,53,0.3684210526315789,0.303030303030303,48.0,0.0,0.2
2009-04-26,Blackburn,Wigan,2.0,0.0,H,76,70,67,72,73,71,68,66,3,33,34,58,2,0.3947368421052631,35.0,55.0,-20.0,0.2424242424242424,32,41,40,-17,0.2631578947368421,31.0,36.0,-5.0,0.34375,0,0,0,0,0,0,0,0,0.2,0.4,-7,18,19,0.131578947368421,-0.1013257575757575,-15.0,0.6,0.4
2009-04-27,Newcastle,Portsmouth,0.0,0.0,D,76,72,71,70,76,72,72,73,0,33,30,43,-20,0.2894736842105263,37.0,53.0,-16.0,0.1818181818181818,33,37,57,8,0.4210526315789473,35.0,50.0,-15.0,0.2727272727272727,0,0,0,0,0,0,0,0,0.0,0.4,-7,-14,-28,-0.1315789473684209,-0.0909090909090908,-1.0,0.4,0.4
2009-05-02,Chelsea,Fulham,3.0,1.0,H,84,75,75,78,74,70,69,68,10,34,71,85,39,0.6578947368421053,56.0,20.0,36.0,0.6176470588235294,34,47,36,-22,0.2105263157894736,34.0,28.0,6.0,0.3529411764705882,0,0,0,0,0,0,0,0,0.6,0.6,24,49,61,0.4473684210526317,0.2647058823529412,30.0,0.4,0.0
2009-05-02,Man City,Blackburn,3.0,1.0,H,79,67,70,72,76,70,67,72,3,34,44,55,-8,0.3947368421052631,53.0,45.0,8.0,0.3823529411764705,34,37,58,2,0.3947368421052631,37.0,55.0,-18.0,0.2647058823529412,0,0,0,0,0,0,0,0,0.6,0.4,7,-3,-10,0.0,0.1176470588235293,26.0,0.0,0.6
2009-05-02,Middlesbrough,Man United,0.0,2.0,A,74,72,72,68,84,75,75,75,-10,34,31,42,-10,0.2631578947368421,25.0,49.0,-24.0,0.2058823529411764,33,77,87,58,0.7105263157894737,61.0,23.0,38.0,0.7272727272727273,0,0,0,0,1,0,0,0,0.2,0.8,-46,-45,-68,-0.4473684210526316,-0.5213903743315509,-62.0,0.0,0.6
2009-05-02,Portsmouth,Arsenal,0.0,3.0,A,76,72,72,73,81,78,72,71,-5,34,38,57,8,0.4210526315789473,35.0,50.0,-15.0,0.2647058823529412,34,65,83,43,0.631578947368421,60.0,32.0,28.0,0.5294117647058824,0,0,0,0,0,0,0,0,0.2,0.8,-27,-26,-35,-0.2105263157894737,-0.2647058823529412,-43.0,0.0,0.4
2009-05-02,Stoke,West Ham,0.0,1.0,A,70,70,66,69,76,66,70,68,-6,34,39,-1,-1,0.0,33.0,49.0,-16.0,0.2941176470588235,34,45,49,-8,0.3421052631578947,38.0,38.0,0.0,0.3529411764705882,0,0,0,0,0,0,0,0,0.6,0.2,-6,-50,7,-0.3421052631578947,-0.0588235294117647,-16.0,0.0,1.0
2009-05-02,Tottenham,West Brom,1.0,0.0,H,79,74,73,73,71,68,67,68,8,34,44,46,5,0.2894736842105263,41.0,41.0,0.0,0.3529411764705882,34,28,-1,-1,0.0,33.0,63.0,-30.0,0.2058823529411764,0,0,0,0,0,0,0,0,0.6,0.2,16,47,6,0.2894736842105263,0.1470588235294118,30.0,0.0,1.0
2009-05-02,Wigan,Bolton,0.0,0.0,D,73,71,68,66,74,69,69,70,-1,33,41,40,-17,0.2631578947368421,31.0,38.0,-7.0,0.3333333333333333,34,38,37,-18,0.2368421052631578,40.0,51.0,-11.0,0.3235294117647059,0,0,1,0,0,0,0,0,0.4,0.2,3,3,1,0.0263157894736842,0.0098039215686274,4.0,0.6,0.4
2009-05-03,Liverpool,Newcastle,3.0,0.0,H,81,72,69,72,76,72,71,70,5,34,74,76,39,0.5526315789473685,66.0,26.0,40.0,0.6176470588235294,34,31,43,-20,0.2894736842105263,37.0,53.0,-16.0,0.1764705882352941,0,0,0,0,0,0,0,0,0.8,0.0,43,33,59,0.2631578947368421,0.4411764705882353,56.0,0.8,0.2
2009-05-03,Sunderland,Everton,0.0,2.0,A,75,68,66,67,78,71,71,72,-3,34,35,39,-23,0.2894736842105263,31.0,46.0,-15.0,0.2647058823529412,34,53,65,22,0.5,48.0,36.0,12.0,0.4117647058823529,0,0,0,0,0,0,0,0,0.2,0.2,-18,-26,-45,-0.2105263157894736,-0.1470588235294117,-27.0,0.0,1.0
2009-05-04,Aston Villa,Hull,1.0,0.0,H,78,77,70,69,71,66,64,63,7,34,55,60,20,0.4210526315789473,50.0,44.0,6.0,0.4411764705882353,34,34,-1,-1,0.0,37.0,59.0,-22.0,0.2352941176470588,0,0,0,0,0,0,1,0,0.0,0.0,21,61,21,0.4210526315789473,0.2058823529411764,28.0,1.0,0.0
2009-05-09,Blackburn,Portsmouth,2.0,0.0,H,76,70,67,72,76,72,72,73,0,35,37,58,2,0.3947368421052631,38.0,58.0,-20.0,0.2571428571428571,35,38,57,8,0.4210526315789473,35.0,53.0,-18.0,0.2571428571428571,0,0,0,0,0,0,0,0,0.4,0.2,-1,1,-6,-0.0263157894736841,0.0,-2.0,0.4,0.6
2009-05-09,Bolton,Sunderland,0.0,0.0,D,74,69,69,70,75,68,66,67,-1,35,39,37,-18,0.2368421052631578,40.0,51.0,-11.0,0.3142857142857143,35,35,39,-23,0.2894736842105263,31.0,48.0,-17.0,0.2571428571428571,0,0,0,0,0,0,0,0,0.2,0.2,4,-2,5,-0.0526315789473685,0.0571428571428571,6.0,0.6666666666666666,0.3333333333333333
2009-05-09,Everton,Tottenham,0.0,0.0,D,78,71,71,72,79,74,73,73,-1,35,56,65,22,0.5,50.0,36.0,14.0,0.4285714285714285,35,47,46,5,0.2894736842105263,42.0,41.0,1.0,0.3714285714285714,0,0,0,0,0,0,0,0,0.4,0.6,9,19,17,0.2105263157894736,0.0571428571428571,13.0,0.6,0.2
2009-05-09,Fulham,Aston Villa,3.0,1.0,H,74,70,69,68,78,77,70,69,-4,35,47,36,-22,0.2105263157894736,35.0,31.0,4.0,0.3428571428571428,35,58,60,20,0.4210526315789473,51.0,44.0,7.0,0.4571428571428571,0,0,0,0,0,0,0,0,0.4,0.2,-11,-24,-42,-0.2105263157894737,-0.1142857142857142,-3.0,0.2,0.2
2009-05-09,Hull,Stoke,1.0,2.0,A,71,66,64,63,70,70,66,69,1,35,34,-1,-1,0.0,37.0,60.0,-23.0,0.2285714285714285,35,39,-1,-1,0.0,33.0,50.0,-17.0,0.2857142857142857,0,0,1,0,0,0,0,0,0.0,0.4,-5,0,0,0.0,-0.0571428571428571,-6.0,0.0,0.0
2009-05-09,West Brom,Wigan,3.0,1.0,H,71,68,67,68,73,71,68,66,-2,35,28,-1,-1,0.0,33.0,64.0,-31.0,0.2,34,42,40,-17,0.2631578947368421,31.0,38.0,-7.0,0.3235294117647059,0,0,0,0,0,0,0,0,0.2,0.2,-14,-41,16,-0.2631578947368421,-0.1235294117647058,-24.0,0.0,1.0
2009-05-09,West Ham,Liverpool,0.0,3.0,A,76,66,70,68,81,72,69,72,-5,35,48,49,-8,0.3421052631578947,39.0,38.0,1.0,0.3714285714285714,35,77,76,39,0.5526315789473685,69.0,26.0,43.0,0.6285714285714286,0,0,0,0,0,0,0,0,0.4,0.8,-29,-27,-47,-0.2105263157894737,-0.2571428571428571,-42.0,0.2,0.6
2009-05-10,Arsenal,Chelsea,1.0,4.0,A,81,78,72,71,84,75,75,78,-3,35,68,83,43,0.631578947368421,63.0,32.0,31.0,0.5428571428571428,35,74,85,39,0.6578947368421053,59.0,21.0,38.0,0.6285714285714286,0,0,0,0,0,0,0,0,0.8,0.8,-6,-2,4,-0.0263157894736842,-0.0857142857142857,-7.0,0.4,0.2
2009-05-10,Man United,Man City,2.0,0.0,H,84,75,75,75,79,67,70,72,5,34,80,87,58,0.7105263157894737,63.0,23.0,40.0,0.7352941176470589,35,47,55,-8,0.3947368421052631,56.0,46.0,10.0,0.4,1,1,0,0,1,0,0,0,1.0,0.6,33,32,66,0.3157894736842105,0.3352941176470588,30.0,0.6,0.4
2009-05-11,Newcastle,Middlesbrough,3.0,1.0,H,76,72,71,70,74,72,72,68,2,35,31,43,-20,0.2894736842105263,37.0,56.0,-19.0,0.1714285714285714,35,31,42,-10,0.2631578947368421,25.0,51.0,-26.0,0.2,0,0,0,0,0,0,0,0,0.0,0.2,0,1,-10,0.0263157894736842,-0.0285714285714285,7.0,0.0,0.2
2009-05-13,Wigan,Man United,1.0,2.0,A,73,71,68,66,84,75,75,75,-11,35,42,40,-17,0.2631578947368421,32.0,41.0,-9.0,0.3142857142857143,35,83,87,58,0.7105263157894737,65.0,23.0,42.0,0.7428571428571429,0,0,0,0,1,1,0,0,0.0,1.0,-41,-47,-75,-0.4473684210526316,-0.4285714285714286,-51.0,0.0,1.0
2009-05-16,Bolton,Hull,1.0,1.0,D,74,69,69,70,71,66,64,63,3,36,40,37,-18,0.2368421052631578,40.0,51.0,-11.0,0.3055555555555556,36,34,-1,-1,0.0,38.0,62.0,-24.0,0.2222222222222222,0,0,0,0,0,0,1,1,0.0,0.0,6,38,-17,0.2368421052631578,0.0833333333333333,13.0,1.0,0.0
2009-05-16,Everton,West Ham,3.0,1.0,H,78,71,71,72,76,66,70,68,2,36,57,65,22,0.5,50.0,36.0,14.0,0.4166666666666667,36,48,49,-8,0.3421052631578947,39.0,41.0,-2.0,0.3611111111111111,0,0,0,0,0,0,0,0,0.2,0.2,9,16,30,0.1578947368421053,0.0555555555555555,16.0,0.6,0.2
2009-05-16,Man United,Arsenal,0.0,0.0,D,84,75,75,75,81,78,72,71,3,36,86,87,58,0.7105263157894737,67.0,24.0,43.0,0.75,36,68,83,43,0.631578947368421,64.0,36.0,28.0,0.5277777777777778,1,1,0,0,0,0,0,0,1.0,0.6,18,4,15,0.0789473684210526,0.2222222222222222,15.0,0.2,0.6
2009-05-16,Middlesbrough,Aston Villa,1.0,1.0,D,74,72,72,68,78,77,70,69,-4,36,31,42,-10,0.2631578947368421,26.0,54.0,-28.0,0.1944444444444444,36,58,60,20,0.4210526315789473,52.0,47.0,5.0,0.4444444444444444,0,0,1,0,0,0,0,0,0.2,0.2,-27,-18,-30,-0.1578947368421052,-0.2499999999999999,-33.0,0.2,0.4
2009-05-16,Newcastle,Fulham,0.0,1.0,A,76,72,71,70,74,70,69,68,2,36,34,43,-20,0.2894736842105263,40.0,57.0,-17.0,0.1944444444444444,36,50,36,-22,0.2105263157894736,38.0,32.0,6.0,0.3611111111111111,0,0,0,0,0,0,0,0,0.2,0.6,-16,7,2,0.0789473684210527,-0.1666666666666666,-23.0,0.4,0.6
2009-05-16,Stoke,Wigan,2.0,0.0,H,70,70,66,69,73,71,68,66,-3,36,42,-1,-1,0.0,35.0,51.0,-16.0,0.3055555555555556,36,42,40,-17,0.2631578947368421,33.0,43.0,-10.0,0.3055555555555556,0,0,0,0,0,0,0,0,0.4,0.0,0,-41,16,-0.2631578947368421,0.0,-6.0,0.0,0.0
2009-05-16,Tottenham,Man City,2.0,1.0,H,79,74,73,73,79,67,70,72,0,36,48,46,5,0.2894736842105263,42.0,41.0,1.0,0.3611111111111111,36,47,55,-8,0.3947368421052631,56.0,48.0,8.0,0.3888888888888889,0,0,0,0,0,0,0,0,0.6,0.6,1,-9,13,-0.1052631578947367,-0.0277777777777777,-7.0,0.8,0.2
2009-05-17,Chelsea,Blackburn,2.0,0.0,H,84,75,75,78,76,70,67,72,8,36,77,85,39,0.6578947368421053,63.0,22.0,41.0,0.6388888888888888,36,40,58,2,0.3947368421052631,40.0,58.0,-18.0,0.2777777777777778,1,0,0,0,0,0,0,0,0.8,0.4,37,27,37,0.2631578947368422,0.361111111111111,59.0,0.8,0.0
2009-05-17,West Brom,Liverpool,0.0,2.0,A,71,68,67,68,81,72,69,72,-10,36,31,-1,-1,0.0,36.0,65.0,-29.0,0.2222222222222222,36,80,76,39,0.5526315789473685,72.0,26.0,46.0,0.6388888888888888,0,0,0,0,1,0,0,0,0.4,0.8,-49,-77,-40,-0.5526315789473685,-0.4166666666666666,-75.0,0.0,1.0
2009-05-18,Portsmouth,Sunderland,3.0,1.0,H,76,72,72,73,75,68,66,67,1,36,38,57,8,0.4210526315789473,35.0,55.0,-20.0,0.25,36,36,39,-23,0.2894736842105263,31.0,48.0,-17.0,0.25,0,0,0,0,0,0,0,0,0.2,0.2,2,18,31,0.1315789473684209,0.0,-3.0,0.6666666666666666,0.3333333333333333
2009-05-24,Arsenal,Stoke,4.0,1.0,H,81,78,72,71,70,70,66,69,11,37,69,83,43,0.631578947368421,64.0,36.0,28.0,0.5135135135135135,37,45,-1,-1,0.0,37.0,51.0,-14.0,0.3243243243243243,0,0,0,0,0,0,0,0,0.4,0.6,24,84,44,0.631578947368421,0.1891891891891891,42.0,0.0,1.0
2009-05-24,Aston Villa,Newcastle,1.0,0.0,H,78,77,70,69,76,72,71,70,2,37,59,60,20,0.4210526315789473,53.0,48.0,5.0,0.4324324324324324,37,34,43,-20,0.2894736842105263,40.0,58.0,-18.0,0.1891891891891892,0,0,0,0,0,0,0,0,0.2,0.2,25,17,40,0.1315789473684209,0.2432432432432432,23.0,0.4,0.4
2009-05-24,Blackburn,West Brom,0.0,0.0,D,76,70,67,72,71,68,67,68,5,37,40,58,2,0.3947368421052631,40.0,60.0,-20.0,0.2702702702702703,37,31,-1,-1,0.0,36.0,67.0,-31.0,0.2162162162162162,0,0,0,0,0,0,0,0,0.4,0.4,9,59,3,0.3947368421052631,0.054054054054054,11.0,0.0,0.0
2009-05-24,Fulham,Everton,0.0,2.0,A,74,70,69,68,78,71,71,72,-4,37,53,36,-22,0.2105263157894736,39.0,32.0,7.0,0.3783783783783784,37,60,65,22,0.5,53.0,37.0,16.0,0.4324324324324324,0,0,0,0,0,0,0,0,0.6,0.4,-7,-29,-44,-0.2894736842105264,-0.054054054054054,-9.0,0.4,0.6
2009-05-24,Hull,Man United,0.0,1.0,A,71,66,64,63,84,75,75,75,-13,37,35,-1,-1,0.0,39.0,63.0,-24.0,0.2162162162162162,37,87,87,58,0.7105263157894737,67.0,24.0,43.0,0.7297297297297297,0,0,0,0,0,0,0,0,0.0,0.8,-52,-88,-59,-0.7105263157894737,-0.5135135135135135,-67.0,0.0,1.0
2009-05-24,Liverpool,Tottenham,3.0,1.0,H,81,72,69,72,79,74,73,73,2,37,83,76,39,0.5526315789473685,74.0,26.0,48.0,0.6486486486486487,37,51,46,5,0.2894736842105263,44.0,42.0,2.0,0.3783783783783784,1,0,0,0,0,0,0,0,0.8,0.6,32,30,34,0.2631578947368421,0.2702702702702703,46.0,0.6,0.2
2009-05-24,Man City,Bolton,1.0,0.0,H,79,67,70,72,74,69,69,70,5,37,47,55,-8,0.3947368421052631,57.0,50.0,7.0,0.3783783783783784,37,41,37,-18,0.2368421052631578,41.0,52.0,-11.0,0.2972972972972973,0,0,0,0,0,0,0,0,0.6,0.0,6,18,10,0.1578947368421053,0.081081081081081,18.0,0.2,0.4
2009-05-24,Sunderland,Chelsea,2.0,3.0,A,75,68,66,67,84,75,75,78,-9,37,36,39,-23,0.2894736842105263,32.0,51.0,-19.0,0.2432432432432432,37,80,85,39,0.6578947368421053,65.0,22.0,43.0,0.6486486486486487,0,0,0,0,1,0,0,0,0.2,0.8,-44,-46,-62,-0.368421052631579,-0.4054054054054054,-62.0,0.0,1.0
2009-05-24,West Ham,Middlesbrough,2.0,1.0,H,76,66,70,68,74,72,72,68,2,37,48,49,-8,0.3421052631578947,40.0,44.0,-4.0,0.3513513513513513,37,32,42,-10,0.2631578947368421,27.0,55.0,-28.0,0.1891891891891892,0,0,0,0,0,0,0,0,0.2,0.0,16,7,2,0.0789473684210526,0.1621621621621621,24.0,0.6,0.2
2009-05-24,Wigan,Portsmouth,1.0,0.0,H,73,71,68,66,76,72,72,73,-3,37,42,40,-17,0.2631578947368421,33.0,45.0,-12.0,0.2972972972972973,37,41,57,8,0.4210526315789473,38.0,56.0,-18.0,0.2702702702702703,0,0,1,0,0,0,0,0,0.0,0.2,1,-17,-25,-0.1578947368421052,0.027027027027027,6.0,0.4,0.6
2009-08-15,Aston Villa,Wigan,0.0,2.0,A,79,70,72,75,74,69,68,71,5,0,0,62,6,0.4473684210526316,0.0,0.0,0.0,,0,0,45,-11,0.3157894736842105,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,17,17,0.131578947368421,,0.0,0.3333333333333333,0.16666666666666666
2009-08-15,Blackburn,Man City,0.0,2.0,A,75,70,72,71,81,73,76,75,-6,0,0,41,-20,0.2631578947368421,0.0,0.0,0.0,,0,0,50,8,0.3947368421052631,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,-9,-28,-0.131578947368421,,0.0,0.5,0.16666666666666666
2009-08-15,Bolton,Sunderland,0.0,1.0,A,75,70,71,72,75,70,68,71,0,0,0,41,-12,0.2894736842105263,0.0,0.0,0.0,,0,0,36,-20,0.2368421052631578,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,5,8,0.0526315789473685,,0.0,0.5,0.25
2009-08-15,Chelsea,Hull,2.0,1.0,H,83,80,75,76,73,68,67,64,10,0,0,83,44,0.6578947368421053,0.0,0.0,0.0,,0,0,35,-25,0.2105263157894736,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,48,69,0.4473684210526317,,0.0,0.5,0.0
2009-08-15,Everton,Arsenal,1.0,6.0,A,79,73,73,73,81,75,73,74,-2,0,0,63,18,0.4473684210526316,0.0,0.0,0.0,,0,0,72,31,0.5263157894736842,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,-9,-13,-0.0789473684210526,,0.0,0.16666666666666666,0.5
2009-08-15,Portsmouth,Fulham,0.0,1.0,A,75,72,71,66,76,73,71,71,-1,0,0,41,-19,0.2631578947368421,0.0,0.0,0.0,,0,0,53,5,0.3684210526315789,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,-12,-24,-0.1052631578947368,,0.0,0.16666666666666666,0.3333333333333333
2009-08-15,Stoke,Burnley,2.0,0.0,H,73,71,67,71,72,69,68,67,1,0,0,45,-17,0.3157894736842105,0.0,0.0,0.0,,0,0,-1,-1,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,46,-16,0.3157894736842105,,0.0,,
2009-08-15,Wolves,West Ham,0.0,2.0,A,72,68,66,66,76,71,69,68,-4,0,0,-1,-1,0.0,0.0,0.0,0.0,,0,0,51,-3,0.3684210526315789,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,-52,2,-0.3684210526315789,,0.0,,
2009-08-16,Man United,Birmingham,1.0,0.0,H,82,78,76,76,74,74,69,72,8,0,0,90,44,0.7368421052631579,0.0,0.0,0.0,,0,0,-1,-1,0.0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,91,45,0.7368421052631579,,0.0,1.0,0.0
2009-08-16,Tottenham,Liverpool,2.0,1.0,H,79,74,76,73,82,74,76,75,-3,0,0,51,0,0.3684210526315789,0.0,0.0,0.0,,0,0,86,50,0.6578947368421053,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,,,0,-35,-50,-0.2894736842105264,,0.0,0.16666666666666666,0.6666666666666666
2009-08-18,Sunderland,Chelsea,1.0,3.0,A,75,70,68,71,83,80,75,76,-8,1,3,36,-20,0.2368421052631578,1.0,0.0,1.0,1.0,1,3,83,44,0.6578947368421053,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,0,-47,-64,-0.4210526315789475,0.0,0.0,0.0,1.0
2009-08-18,Wigan,Wolves,0.0,1.0,A,74,69,68,71,72,68,66,66,2,1,3,45,-11,0.3157894736842105,2.0,0.0,2.0,1.0,1,0,-1,-1,0.0,0.0,2.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,3,46,-10,0.3157894736842105,1.0,4.0,,
2009-08-19,Birmingham,Portsmouth,1.0,0.0,H,74,74,69,72,75,72,71,66,-1,1,0,-1,-1,0.0,0.0,1.0,-1.0,0.0,1,0,41,-19,0.2631578947368421,0.0,1.0,-1.0,0.0,0,0,0,0,0,0,0,0,,,0,-42,18,-0.2631578947368421,0.0,0.0,0.0,1.0
2009-08-19,Burnley,Man United,1.0,0.0,H,72,69,68,67,82,78,76,76,-10,1,0,-1,-1,0.0,0.0,2.0,-2.0,0.0,1,3,90,44,0.7368421052631579,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,,,-3,-91,-45,-0.7368421052631579,-1.0,-3.0,,
2009-08-19,Hull,Tottenham,1.0,5.0,A,73,68,67,64,79,74,76,73,-6,1,0,35,-25,0.2105263157894736,1.0,2.0,-1.0,0.0,1,3,51,0,0.3684210526315789,2.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,,,-3,-16,-25,-0.1578947368421053,-1.0,-2.0,0.5,0.5
2009-08-19,Liverpool,Stoke,4.0,0.0,H,82,74,76,75,73,71,67,71,9,1,0,86,50,0.6578947368421053,1.0,2.0,-1.0,0.0,1,3,45,-17,0.3157894736842105,2.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0,,,-3,41,67,0.3421052631578948,-1.0,-3.0,0.0,0.0
2009-08-22,Arsenal,Portsmouth,4.0,1.0,H,81,75,73,74,75,72,71,66,6,1,3,72,31,0.5263157894736842,6.0,1.0,5.0,1.0,2,0,41,-19,0.2631578947368421,0.0,2.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,3,31,50,0.2631578947368421,1.0,7.0,0.5,0.0
2009-08-22,Birmingham,Stoke,0.0,0.0,D,74,74,69,72,73,71,67,71,1,2,3,-1,-1,0.0,1.0,1.0,0.0,0.5,2,3,45,-17,0.3157894736842105,2.0,4.0,-2.0,0.5,0,0,0,0,0,0,0,0,,,0,-46,16,-0.3157894736842105,0.0,2.0,,
2009-08-22,Hull,Bolton,1.0,0.0,H,73,68,67,64,75,70,71,72,-2,2,0,35,-25,0.2105263157894736,2.0,7.0,-5.0,0.0,1,0,41,-12,0.2894736842105263,0.0,1.0,-1.0,0.0,0,0,0,0,0,0,0,0,,,0,-6,-13,-0.0789473684210527,0.0,-4.0,0.0,0.5
2009-08-22,Man City,Wolves,1.0,0.0,H,81,73,76,75,72,68,66,66,9,1,3,50,8,0.3947368421052631,2.0,0.0,2.0,1.0,2,3,-1,-1,0.0,1.0,2.0,-1.0,0.5,0,0,0,0,0,0,0,0,,,0,51,9,0.3947368421052631,0.5,3.0,,
2009-08-22,Sunderland,Blackburn,2.0,1.0,H,75,70,68,71,75,70,72,71,0,2,3,36,-20,0.2368421052631578,2.0,3.0,-1.0,0.5,1,0,41,-20,0.2631578947368421,0.0,2.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,3,-5,0,-0.0263157894736842,0.5,1.0,0.25,0.5
2009-08-22,Wigan,Man United,0.0,5.0,A,74,69,68,71,82,78,76,76,-8,2,3,45,-11,0.3157894736842105,2.0,1.0,1.0,0.5,2,3,90,44,0.7368421052631579,1.0,1.0,0.0,0.5,0,0,0,0,0,0,0,0,,,0,-45,-55,-0.4210526315789473,0.0,1.0,0.0,1.0
2009-08-23,Burnley,Everton,1.0,0.0,H,72,69,68,67,79,73,73,73,-7,2,3,-1,-1,0.0,1.0,2.0,-1.0,0.5,1,0,63,18,0.4473684210526316,1.0,6.0,-5.0,0.0,0,0,0,0,0,0,0,0,,,3,-64,-19,-0.4473684210526316,0.5,4.0,,
2009-08-23,Fulham,Chelsea,0.0,2.0,A,76,73,71,71,83,80,75,76,-7,1,3,53,5,0.3684210526315789,1.0,0.0,1.0,1.0,2,6,83,44,0.6578947368421053,5.0,2.0,3.0,1.0,0,0,0,0,0,0,0,0,,,-3,-30,-39,-0.2894736842105264,0.0,-2.0,0.0,0.5
2009-08-23,West Ham,Tottenham,1.0,2.0,A,76,71,69,68,79,74,76,73,-3,1,3,51,-3,0.3684210526315789,2.0,0.0,2.0,1.0,2,6,51,0,0.3684210526315789,7.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,,,-3,0,-3,0.0,0.0,-3.0,0.0,0.8333333333333334
2009-08-24,Liverpool,Aston Villa,1.0,3.0,A,82,74,76,75,79,70,72,75,3,2,3,86,50,0.6578947368421053,5.0,2.0,3.0,0.5,1,0,62,6,0.4473684210526316,0.0,2.0,-2.0,0.0,0,0,0,0,0,0,0,0,,,3,24,44,0.2105263157894737,0.5,5.0,0.5,0.0
2009-08-29,Blackburn,West Ham,0.0,0.0,D,75,70,72,71,76,71,69,68,-1,2,0,41,-20,0.2631578947368421,1.0,4.0,-3.0,0.0,2,3,51,-3,0.3684210526315789,3.0,2.0,1.0,0.5,0,0,0,0,0,0,0,0,,,-3,-10,-17,-0.1052631578947368,-0.5,-4.0,0.0,0.8333333333333334
2009-08-29,Bolton,Liverpool,2.0,3.0,A,75,70,71,72,82,74,76,75,-7,2,0,41,-12,0.2894736842105263,0.0,2.0,-2.0,0.0,3,3,86,50,0.6578947368421053,6.0,5.0,1.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,-3,-45,-62,-0.368421052631579,-0.3333333333333333,-3.0,0.16666666666666666,0.8333333333333334
2009-08-29,Chelsea,Burnley,3.0,0.0,H,83,80,75,76,72,69,68,67,11,3,9,83,44,0.6578947368421053,7.0,2.0,5.0,1.0,3,6,-1,-1,0.0,2.0,2.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,,,3,84,45,0.6578947368421053,0.3333333333333333,5.0,,
2009-08-29,Man United,Arsenal,2.0,1.0,H,82,78,76,76,81,75,73,74,1,3,6,90,44,0.7368421052631579,6.0,1.0,5.0,0.6666666666666666,2,6,72,31,0.5263157894736842,10.0,2.0,8.0,1.0,0,0,0,0,0,0,0,0,,,0,18,13,0.2105263157894736,-0.3333333333333333,-3.0,0.16666666666666666,0.5
2009-08-29,Stoke,Sunderland,1.0,0.0,H,73,71,67,71,75,70,68,71,-2,3,4,45,-17,0.3157894736842105,2.0,4.0,-2.0,0.3333333333333333,3,6,36,-20,0.2368421052631578,4.0,4.0,0.0,0.6666666666666666,0,0,0,0,0,0,0,0,,,-2,9,3,0.0789473684210527,-0.3333333333333333,-2.0,0.5,0.5
2009-08-29,Tottenham,Birmingham,2.0,1.0,H,79,74,76,73,74,74,69,72,5,3,9,51,0,0.3684210526315789,9.0,3.0,6.0,1.0,3,4,-1,-1,0.0,1.0,1.0,0.0,0.3333333333333333,0,0,0,0,0,0,0,0,,,5,52,1,0.3684210526315789,0.6666666666666667,6.0,0.0,1.0
